Unique Lake,Latitude,Longitude,Lake Name
USA19022,45.587145,-88.896251,PESHTIGO LAKE
USA17339,45.58857,-91.59044,Mikana
USA18963,45.589837,-89.49915,EMMA LAKE
USA13815,45.590487,-67.742764,TOMAH LAKE
USA13813,45.59062,-67.74279,"TOMAH LAKE NEAR FOREST, ME                  0135"
USA18058,45.591307,-69.321926,BIG LYFORD POND
USA20738,45.5928,-70.289839,ATTEAN POND
USA16814,45.59319,-94.301317,ROSSIER
USA17021,45.593967,-94.471129,BIG SPUNK
USA13326,45.596462,-68.384605,MATTASEUNK LAKE
USA20707,45.597108,-89.548626,SQUASH LAKE
USA18395,45.598748,-69.065164,JOHNSTON POND
USA16796,45.598877,-94.293454,WATAB
USA17302,45.599266,-94.682908,GETCHELL
USA17108,45.599779,-94.456187,MINNIE
USA18070,45.600146,-95.188584,GROVE
USA18031,45.600166,-95.350684,STATE
USA17090,45.600243,-94.446315,LINNEMAN
USA13755,45.600358,-68.961029,UPPER JO-MARY LAKE
USA17979,45.600717,-92.066293,KIRBY LAKE
USA21183,45.601736,-94.296471,LOWER WATAB
FRA10857,45.60196,2.737507,Banne d?Ã¹Â®Ordanche
USA17983,45.60217,-92.06629,"KIRBY LAKE (DEEPEST SITE) NEAR CUMBERLAND, WI"
USA20389,45.602285,-91.578637,RED CEDAR LAKE
USA14456,45.60418,-84.92589,"LARKS LAKE NEAR MARSH CORNER, MI (PHOTIC ZONE)"
USA17383,45.604223,-94.402789,ACHMAN
USA12592,45.60428,-122.7284,SMITH LAKE S 1 NR PORTLAND OR
USA23669,45.60429,-122.4073,"LACKAMAS LAKE AT CAMAS, WA"
USA14457,45.604461,-84.930152,LARKS LAKE NEAR MARSH CORNER_ MI
USA17321,45.605614,-92.320717,WARD LAKE
USA17019,45.60569,-95.743481,DANIELSON SLOUGH
USA17052,45.606881,-94.465418,MIDDLE SPUNK
USA18991,45.607374,-89.507316,GREEN BASS LAKE
USA12593,45.60956,-122.7312,SMITH LAKE C 2 NR PORTLAND OR
USA17050,45.610448,-94.437209,ANNA
CAN10252,45.61188385,-61.45395243,GRANT LAKE RESERVOIR
USA18935,45.614253,-89.430218,LAKE JULIA
USA22317,45.614414,-95.300991,MARLU
USA14482,45.615428,-84.682901,MUNRO
USA17469,45.615449,-94.820322,ELLERING
USA12999,45.61657,-122.426,86
USA13000,45.61684801,-122.4258,Lacamas Lake
USA17016,45.61747,-94.458707,LOWER SPUNK
USA18848,45.618225,-89.629587,HANCOCK LAKE
USA12603,45.61873,-122.7345,BYBEE LAKE E 8 NR PORTLAND OR
USA13430,45.61891,-67.585147,SPEDNIC LAKE
USA12604,45.61901,-122.7468,BYBEE LAKE C 3 NR PORTLAND OR
USA17088,45.620182,-94.448058,OCHOTTO
USA22588,45.620624,-95.454803,MINNEWASKA
FRA10864,45.62073,3.555737,Cunlhat
USA14432,45.62084,-84.70838,"LANCASTER LAKE NEAR LANCASTER, MI (PHOTIC ZONE)"
USA14431,45.621295,-84.707587,LANCASTER LAKE NEAR LANCASTER_ MI
USA20198,45.623158,-69.176091,LITTLE BOARDWAY POND
USA17680,45.626494,-91.761679,LOWER DEVILS LAKE
USA20386,45.627393,-92.600357,LONG TRADE LAKE
USA17505,45.630224,-91.819559,Haugen
USA15849,45.633107,-93.07862,GOOSE (NORTH BAY)
USA15791,45.63316,-93.233328,LITTLE STANCHFIELD
USA17511,45.633651,-94.810226,BLACK OAK
USA18945,45.633855,-89.330259,LAKE THOMPSON
USA18876,45.634457,-89.858053,BURROWS LAKE
USA17658,45.635336,-70.354577,LITTLE BIG WOOD POND
USA17659,45.63536,-70.35478,918
USA16579,45.635759,-92.566418,FREEDOM LAKES
USA18961,45.637816,-89.263254,FIFTH LAKE
USA21191,45.638716,-89.36213,EMDEN LAKE
USA19474,45.63873,-97.34187,727
USA16255,45.640098,-93.470642,SOUTH STANCHFIELD
USA17619,45.640334,-92.028879,SHALLOW LAKE
USA21908,45.6435,-99.23111,439
CAN10297,45.64778,-71.8825,St. Georges
USA17601,45.648164,-95.540192,WALLIN
USA17372,45.648552,-94.724176,UHLENKOLTS
USA17529,45.649696,-69.384369,FIRST ROACH POND
USA18806,45.65056,-89.70889,"WEST MITCHELL LAKE -DEEP SPOT- NEAR HARSHAW, WI"
USA18807,45.650749,-89.708656,WEST MITCHELL LAKE
USA17356,45.6519,-91.58294,"BALSAM LAKE NEAR BIRCHWOOD, WI"
USA19047,45.653601,-89.542467,SOO LAKE
USA19048,45.655,-89.54056,"SOO LAKE -DEEP HOLE- NEAR RHINELANDER, WI"
USA20699,45.656786,-68.962965,LOWER JO-MARY LAKE
USA22435,45.657213,-84.967358,WYCAMP LAKE
FRA10872,45.65843,2.984015,Aydat
USA19068,45.658514,-89.498637,FLANNERY LAKE
USA18973,45.658992,-89.277865,SNOWDEN LAKE
FRA10861,45.65958,2.721715,Laqueille
USA19460,45.66162,-97.31454,126N53W29DDC R
USA18954,45.662114,-89.309322,THIRD LAKE
USA17574,45.663846,-95.514847,STRANDNESS
USA13384,45.667147,-68.313123,MOLUNKUS LAKE
USA17591,45.671185,-95.532456,MALMEDAL
USA13685,45.671614,-68.874069,Elbow Lake
ITA11029,45.671793,9.97474,Iseo
USA16813,45.67187,-69.874801,BRASSUA LAKE
USA20775,45.671958,-69.664752,MOOSEHEAD LAKE
USA23781,45.67401,-122.6987,"VANCOUVER LAKE SITE 2 NEAR VANCOUVER, WA"
USA17532,45.674807,-95.645769,MCIVER
USA18934,45.675055,-89.445088,Rhinelander
USA19039,45.675609,-89.532445,MILDRED LAKE
USA20659,45.678245,-69.293958,SECOND ROACH POND
USA13536,45.67923,-67.80529,"EASTERN GRAND LAKE AT FOREST CITY, ME       1070"
USA19461,45.68051,-97.32343,126N53W20CAA R
USA16055,45.68054,-93.153305,SECTION
USA18699,45.68407,-70.350282,CROCKER POND
USA18210,45.685539,-95.290112,AMELIA
USA14398,45.686302,-84.751038,LAKE PARADISE NEAR CARP LAKE_ MI
USA17100,45.686522,-94.507334,TWO RIVERS
USA17441,45.688019,-94.703843,KINGS
USA23769,45.68817,-122.7062,"VANCOUVER LAKE SITE 1 NEAR VANCOUVER, WA"
USA15828,45.688378,-93.06351,RUSH (EAST BAY)
CAN10196,45.69076886,-63.47406639,MATTATAL
USA17067,45.692295,-95.993832,HARSTAD SLOUGH
CAN10334,45.693,-78.381,ON.Opeongo
USA14399,45.69307,-84.74366,"LAKE PARADISE NEAR CARP LAKE, MI (PHOTIC ZONE)"
USA22048,45.6947,-99.36145,1719
USA16456,45.696238,-96.732596,TRAVERSE
USA22238,45.699629,-95.204517,WESTPORT
USA18971,45.70049,-89.610824,EAST HORSEHEAD LAKE
USA18577,45.702843,-90.564046,LAC SAULT DORE
USA16989,45.703359,-95.863794,PERKINS
CAN10166,45.70363303,-63.92945431,BLACK
USA17723,45.703907,-95.643373,IRGENS
USA16947,45.704093,-94.096131,MAYHEW
USA18855,45.70558,-89.89123,846
CAN10134,45.70836692,-64.27793689,HARRISON
USA18746,45.708469,-88.415971,HILBERT LAKE
USA19040,45.708554,-89.593374,ALVA LAKE
USA21986,45.70961,-87.873778,LAKE SHANNON
USA17662,45.710303,-91.867775,LITTLE RIPLEY LAKE
USA17605,45.711198,-91.852415,RIPLEY LAKE
USA18210,45.711249,-95.291622,VILLARD
USA18896,45.711466,-89.698678,LITTLE BEARSKIN LAKE
USA17584,45.711643,-91.496239,LAKE CHETAC
USA14092,45.712546,-84.89053,ONEAL LAKE
USA16122,45.713151,-92.550816,SPIRIT LAKE
USA19164,45.713792,-89.1948,STELLA LAKE
CAN10437,45.713984,-67.788781,EAST GRAND LAKE
USA17835,45.71524,-98.26204,"SAND LAKE, BAY SITE NO.2 NEAR HOUGHTON, SD"
USA19162,45.716449,-89.10953,MARGARET LAKE
USA18854,45.71667,-89.86639,"WILLOW RESERVOIR -DEEP SPOT- NEAR HAZELHURST, WI"
USA18745,45.718295,-88.419146,ONEONTA LAKE
USA17712,45.718876,-94.903866,MCCORMIC
USA16349,45.721268,-93.358269,LORY
USA20694,45.721414,-91.600345,NICK LAKE
USA18939,45.721458,-88.675374,VAN ZILE LAKE
USA18852,45.721682,-89.885448,WILLOW FLOWAGE
USA23493,45.72278,-92.16806,"UNNAMED LAKE -CENTER- NEAR CLAM FALLS, WI"
USA21207,45.72352,-92.16794,1143
CAN10313,45.725,-79.385,Bernard
USA17681,45.72794,-95.689292,WICKLUND
USA16630,45.729194,-94.168645,LITTLE ROCK
USA16980,45.729438,-95.865752,NORTH POMME DE TERRE
USA18247,45.729572,-95.284349,LEVEN
USA18899,45.731695,-89.682391,BEARSKIN LAKE
USA17500,45.733557,-91.900312,SHELL LAKE
USA17836,45.73386,-98.28121,SAND LAKE OPEN -PLATFORM 1
USA20748,45.734315,-69.183844,WADLEIGH POND
USA20265,45.735638,-90.266293,MUSSER FLOWAGE
USA18772,45.736275,-90.334047,BIG DARDIS LAKE
USA17498,45.73856,-91.90323,"SHELL LAKE AT DEEP HOLE AT SHELL LAKE, WI"
FRA10866,45.73857,3.217988,Cournon
USA17558,45.7408,-94.9553,"SAUK LAKE SITE 11 AT SAUK CENTRE, MN"
FRA10870,45.74195,3.60474,Aubusson
USA17834,45.74264,-98.27346,1959
USA17549,45.742976,-94.615807,ST. ANNA
USA19175,45.74417,-89.08889,"CROOKED LAKE -DEEP HOLE- NEAR THREE LAKES, WI"
USA13592,45.744481,-67.860669,BRACKETT LAKE
USA16790,45.744718,-69.568482,SPENCER POND
USA18990,45.746775,-89.58567,MCNAUGHTON LAKE
USA13537,45.747,-67.79057,EASTERN GRAND LAKE AT FOREST CITY ME        1070
USA16083,45.74787,-92.538181,LITTLE WOOD LAKE
USA18188,45.748084,-95.548888,JORGENSON
USA23840,45.7483,-98.27538,SAND LAKE BAY -PLATFORM 2
USA22894,45.75056,-87.82028,"MARY LAKE NEAR LORETTO, MI (PHOTIC ZONE)"
USA22056,45.751255,-94.788918,SYLVIA
USA22063,45.751361,-87.819731,MARY LAKE NEAR LORETTO_ MI
USA18510,45.751469,-90.735994,CONNORS LAKE
USA14190,45.752439,-69.077241,FOURTH DEBSCONEAG LAKE
USA14212,45.752757,-69.136562,NAHMAKANTA LAKE
CAN10182,45.75381361,-60.60187275,LOCH LOMOND (SOUTH)
USA18757,45.754425,-90.371637,SOLBERG LAKE
USA17555,45.75469,-94.96086,"SAUK LAKE SITE 10 AT SAUK CENTRE, MN"
USA15269,45.75496,-87.7854,"HAMILTON LAKE NR WAUCEDAH, MI (PHOTIC ZONE)"
USA22031,45.754988,-87.786434,HAMILTON LAKE NEAR WAUCEDAH_ MI
USA22155,45.75699,-97.32018,2007
USA15903,45.757972,-69.193584,POLLYWOG POND
USA16455,45.75857,-96.64535,127N48W26BBC R
USA13886,45.758652,-69.030991,THIRD DEBSCONEAG LAKE
USA13632,45.759699,-68.787801,MILLINOCKET LAKE
USA20455,45.760142,-69.121612,SIXTH DEBSCONEAG LAKE
USA16735,45.762203,-69.631977,BIG DUCK POND
USA15082,45.762476,-69.099297,FIFTH DEBSCONEAG LAKE
USA18623,45.76306,-90.65917,"PRICE LAKE -DEEP SPOT- NEAR LUGERVILLE, WI"
USA19008,45.763645,-89.493183,TOM DOYLE LAKE
USA18621,45.76469,-90.66067,350
USA13630,45.764829,-67.851999,DEERING LAKE
USA20678,45.764995,-91.521548,LITTLE SISSABAGAMA LAKE
HRV10633,45.769,16.03244444,Savica
USA21038,45.769535,-69.120757,SEVENTH DEBSCONEAG POND
USA20743,45.77086,-89.527073,TWO SISTERS LAKE
USA13829,45.770899,-67.889952,FAULKNER LAKE
USA16556,45.77111,-92.13917,"BASHAW LAKE -DEEP SPOT- NEAR HERTEL, WI"
USA18517,45.772963,-95.312366,LOVERA
USA19473,45.77329,-99.64101,851
USA18740,45.774649,-88.543996,MORGAN LAKE
USA16555,45.774674,-92.141479,BASHAW LAKE
CAN10183,45.77672783,-60.57068743,LOCH LOMOND (NORTH)
USA16321,45.777058,-92.481403,MUD HEN LAKE
HRV10627,45.77836111,15.93516667,Malo Jezero
USA22466,45.778773,-94.792208,LITTLE BIRCH
USA17342,45.77973,-94.75067,BIG BIRCH (SOUTH)
USA17557,45.78219,-94.92974,"SAUK LAKE SITE 7 AT SAUK CENTRE, MN"
USA22531,45.784255,-94.93838,SAUK (NORTH BAY)
USA18981,45.784776,-89.769447,LAKE SEVENTEEN
USA19136,45.78478,-89.086928,VIRGIN LAKE
USA13554,45.785087,-68.367527,PLUNKETT POND
USA19038,45.785229,-89.719683,LEE LAKE
USA18979,45.785498,-89.957756,SWAMSAUGER LAKE
USA21156,45.78575,-88.36579,542
USA21160,45.785793,-88.365914,BUCKSKIN LAKE
USA22904,45.78583,-88.36611,"BUCKSKIN LAKE -CENTER- NEAR FENCE, WI"
USA18980,45.78611,-89.95833,"SWAMSAUGER LAKE -DEEP SPOT- NEAR HAZELHURST, WI"
USA18977,45.7895,-89.740841,UPPER KAUBASHINE LAKE
USA23453,45.78959,-89.7498,Upper Kaubeshine
USA18017,45.78995,-91.51017,"BIG SISSABAGAMA LAKE NEAR STONE LAKE, WI"
USA18015,45.790038,-91.518003,SISSABAGAMA LAKE
USA19018,45.7909,-89.643113,MCGRATH LAKE
USA19019,45.791222,-89.629948,BIG CARR LAKE
USA18432,45.793386,-95.517911,POCKET (VAN LOONS)
USA18327,45.794219,-95.616983,FREEBORN
USA16461,45.794474,-92.398558,BIG DOCTOR LAKE
CAN10132,45.79458758,-64.2541981,LAYTONS
USA16184,45.794992,-92.325374,CLAM LAKE
USA19167,45.795932,-89.041868,JULIA LAKE
CAN10185,45.79682362,-60.56799947,UIST
USA16385,45.79718,-96.61285,127N48W12DBA R
USA17845,45.797903,-91.558986,SLIM LAKE
USA23440,45.79802,-96.50951,"TRD WETLAND AT WHEATON HIGH SCHOOL IN WHEATON, MN"
USA17807,45.798272,-94.889489,LONG (MAIN BASIN)
USA22376,45.798436,-95.555054,RACHEL
USA19034,45.7985,-89.65342,"MUD LAKE -DEEP HOLE- NEAR HAZELHURST, WI"
USA17556,45.79885,-94.93641,"SAUK LAKE SITE 4 AT SAUK CENTRE, MN"
USA14017,45.799639,-68.881326,POCKWOCKAMUS POND
USA13737,45.799861,-68.15903,WYTOPITLOCK LAKE
USA19259,45.799937,-89.307529,SUGAR CAMP LAKE
USA18016,45.79995,-91.52489,"BIG SISSABAGAMA LAKE-NORTH SITE-NEAR STONE LAKE,WI"
USA19058,45.800226,-89.682604,FOSTER LAKE
USA23193,45.80289,-122.4948,"BATTLEGROUND LAKE NEAR BATTLEGROUND, WA"
USA19165,45.802975,-89.162736,MAPLE LAKE
USA23343,45.80319,-89.72869,Katherine
USA19012,45.803949,-89.711559,KATHERINE LAKE
CAN10265,45.80444,-71.89972,Trois Lacs
USA18122,45.804716,-95.145152,HERBERGER
USA16386,45.80524,-96.60285,127N47W 6CCC R
USA23593,45.8081,-89.75547,Lower Kaubeshine
USA22235,45.808363,-89.746034,LOWER KAUBASHINE LAKE
USA16703,45.809684,-92.071327,POQUETTES LAKE
USA13498,45.811022,-68.437403,RUSH POND
USA19426,45.81215,-99.76604,595
USA17554,45.81552,-94.91308,"SAUK LAKE SITE 2 AT SAUK CENTRE, MN"
USA16482,45.817137,-92.251736,VIOLA LAKE
USA18448,45.817249,-95.342064,UNION
USA19061,45.818194,-89.582948,DOROTHY LAKE
USA19137,45.819059,-89.176691,RANGE LINE LAKE
USA16454,45.81939,-92.22797,"BIG SAND LAKE AT DEEP HOLE NEAR HERTEL, WI"
USA18455,45.819401,-95.585248,LITTLE OSCAR (MAIN)
USA17369,45.819909,-91.672352,POTATO LAKE
USA18660,45.820077,-90.626463,LE TOURNEAU LAKE
USA18382,45.820374,-95.420323,ANDREW
USA14044,45.820646,-68.871709,LOWER TOGUE POND
USA17128,45.820671,-69.371675,RAGGED LAKE
USA16453,45.82245,-92.21213,"BIG SAND LAKE-EAST SITE-NEAR HERTEL, WI"
USA16805,45.82262,-69.118897,RAINBOW LAKE
USA14065,45.823336,-68.896897,UPPER TOGUE POND
USA16387,45.82413,-96.5809,128N47W32CCA R
USA18436,45.826483,-95.55734,BLACKWELL
USA19019,45.826487,-89.651537,TOMAHAWK LAKE
USA18414,45.827224,-95.544381,GRANTS
USA16916,45.82912,-91.81101,"SPOONER LAKE SE SITE NEAR SPOONER, WI"
USA16740,45.829236,-91.943804,CYCLONE LAKE
USA18462,45.829546,-95.604874,SOUTH OSCAR
USA18372,45.829754,-95.497834,SKOGLUND SLOUGH
USA17420,45.831349,-94.755437,TRACE
HRV10635,45.83161,16.02617,Peto Jezero
USA17886,45.834134,-94.679154,MOUND
USA17635,45.834503,-95.031036,GUERNSEY
USA20708,45.83463,-89.125698,CRANBERRY LAKE
USA17238,45.836963,-88.03292,ANTOINE LAKE NEAR IRON MOUNTAIN_ MI
USA18055,45.83723,-95.164408,CLIFFORD (SWIMS)
USA19051,45.837369,-89.582012,HASBROOK LAKE
USA17237,45.83806,-88.03194,"ANTOINE LAKE NEAR IRON MOUNTAIN, MI (PHOTIC ZONE)"
USA14096,45.838679,-68.9261,ABOL POND
USA19016,45.838928,-89.757796,BLUE LAKE
FRA10868,45.83917,2.837633,Anschald
USA23024,45.84012,-89.70115,Tomahawk
USA18828,45.841357,-90.269065,SAILOR LAKE
USA15990,45.841755,-93.036497,POKEGAMA
USA16915,45.84273,-91.82601,"SPOONER LAKE AT DEEP HOLE NEAR SPOONER, WI"
USA17901,45.844407,-91.555951,LITTLE STONE LAKE
USA18815,45.847837,-88.632839,HALSEY LAKE
USA18366,45.84833,-95.343526,BURGEN
USA22492,45.849696,-92.953003,CROSS
USA17907,45.84992,-95.71391,1454
USA19512,45.85043,-99.26441,1811
USA20744,45.850651,-69.525992,LOBSTER  LAKE
USA18195,45.851537,-95.248343,SMITH
USA17007,45.85301,-88.07041,"BASS LAKE NR IRON MOUNTAIN, MI (PHOTIC ZONE)"
USA17009,45.853261,-88.072361,BASS LAKE NEAR IRON MOUNTAIN_ MI
USA22221,45.853997,-94.752285,LADY
USA18278,45.854249,-88.420437,PATTEN LAKE
USA18954,45.85694,-90.165,RILEY LAKE -DEEP SPOT- NEAR FIFIELD
USA17489,45.857246,-95.784797,LOWER ELK
USA18953,45.857405,-90.163617,RILEY LAKE
USA17656,45.857697,-94.983862,LITTLE SAUK (LONGBRIDGE)
USA22110,45.857905,-95.558268,CROOKED (E. CROOKED)
USA17905,45.857992,-95.71499,RED ROCK
USA21681,45.858029,-88.127,FROG LAKE
USA17101,45.85803,-88.142329,ELLWOOD LAKE
USA19009,45.858189,-89.663449,MID LAKE
USA23433,45.85848,-89.67197,Mid
USA19011,45.858555,-89.508311,RAINBOW FLOWAGE
USA17102,45.85944,-88.14278,"ELLWOOD LAKE -DEEP HOLE- NEAR SPREAD EAGLE, WI"
USA19155,45.859939,-70.247613,DUNCAN POND
USA21047,45.860963,-95.843159,UNNAMED (WEST PORTION)
USA22043,45.861578,-89.429663,PARADISE LAKE
USA19013,45.86245,-89.7407,"KAWAGUESAGA LAKE, SOUTH SITE, NEAR MINOCQUA, WI"
USA17652,45.864098,-94.934059,JUERGENS (JOERGENS)
USA18378,45.864363,-95.563973,CROOKED (NW BAY)
USA18056,45.865001,-95.131362,FAILLE
USA19214,45.865809,-89.300895,ALDRIDGE LAKE
USA19213,45.86611,-89.30083,"ALDRIDGE LAKE -DEEP HOLE- NEAR EAGLE RIVER, WI"
USA19015,45.867278,-89.737833,KAWAGUESAGA LAKE
USA21439,45.86777408,-113.550025,Mystic Lake
USA21444,45.86796,-113.5499,1377
USA18997,45.86829,-89.71459,"MINOCQUA LAKE, SOUTH BAY, AT MINOCQUA, WI"
USA19041,45.868804,-89.400155,DAM LAKE
USA19014,45.86884,-89.73293,"KAWAGUESAGA LAKE, DEEP HOLE, NEAR MINOCQUA, WI"
USA18951,45.869864,-89.893894,SQUIRREL LAKE*
USA18998,45.87051,-89.69126,"MINOCQUA LAKE DEEP HOLE AT MINOCQUA, WI"
USA19004,45.870977,-89.936586,GREAT BASS LAKE
USA19176,45.871198,-89.318001,KATHAN LAKE
CAN10200,45.87134608,-60.22808827,CANOE
USA23351,45.87154,-89.70922,Minocqua
USA19000,45.871754,-89.694287,MINOCQUA LAKE
USA16427,45.872026,-92.049632,LIPSETT LAKE
USA16660,45.8734,-87.80068,1910
USA22092,45.874052,-95.484497,COOK
USA17654,45.874587,-88.283585,EMILY LAKE
USA18314,45.874667,-95.434765,LATOKA (SOUTH BAY)
USA18999,45.87551,-89.71154,"MINOCQUA LAKE, NORTH BAY, AT MINOCQUA, WI"
USA17991,45.875692,-94.82275,FELIX
USA18370,45.877146,-95.526236,LOBSTER (EAST BAY)
USA17714,45.877247,-88.322775,SEA LION LAKE
USA17283,45.878593,-88.161471,LAKE ANNA
USA18803,45.879708,-88.559476,LOST LAKE
USA20333,45.879794,-70.247661,MARY PETUCHE POND
USA19235,45.879949,-89.052681,SEVENMILE LAKE
USA16462,45.880514,-93.293392,MORA
USA22253,45.880568,-95.396358,WINONA
USA18038,45.88101,-91.24995,158
USA18042,45.881337,-91.250737,BLUEBERRY LAKE
USA16981,45.881582,-69.025705,DAICEY POND
USA18284,45.88174,-95.33234,622
USA20418,45.881874,-90.97117,BARBER LAKE
USA21793,45.882005,-89.159964,PERCH LAKE
FRA10860,45.88345,3.691215,Chabreloche
USA19021,45.884043,-89.531093,PICKEREL LAKE
USA21399,45.88816,-93.27559,1283
USA18959,45.88843,-89.978522,FULLER LAKE
FRA10867,45.8902,3.600185,St.Remy
USA16829,45.890269,-69.044944,KIDNEY POND
USA19567,45.89057,-99.03926,1107
USA18328,45.892383,-95.475673,MINA
USA22035,45.89266,-122.7436,2134
USA17318,45.893675,-88.165222,COSGROVE LAKE
USA19070,45.894256,-89.631539,MADELINE LAKE
USA18426,45.894446,-95.374555,AGNES
USA17024,45.895802,-87.933783,CARNEY LAKE NEAR QUINNESEC_ MI
USA19532,45.89625,-99.10162,2131
USA17022,45.89667,-87.93333,"CARNEY LAKE NEAR QUINNESEC, MI (PHOTIC ZONE)"
USA18452,45.897511,-90.932798,BLACK DAN LAKE
USA18975,45.89762,-89.821302,SHISHEBOGAMA LAKE
USA16535,45.89773,-93.17486,QUAMBA
USA17832,45.898523,-91.431688,LAC COURTE OREILLES
USA17766,45.899368,-88.306411,KEYES LAKE
USA19063,45.899673,-89.72054,JOHNSON LAKE
USA18305,45.900078,-95.417412,COWDRY
USA21956,45.900727,-95.428662,LOTTIE (TAYLOR)
USA18841,45.900827,-70.205623,CHENEY POND
USA18426,45.902188,-95.375902,HENRY
USA18268,45.905286,-95.441727,BROPHY
USA19341,45.905783,-88.960143,LUNA LAKE
USA17997,45.906082,-95.111607,OSAKIS
USA21695,45.906278,-89.358213,CHICKAREE LAKE
USA19042,45.906333,-89.700946,BRANDY LAKE
USA19056,45.906399,-89.690404,ARROWHEAD LAKE
USA19106,45.907081,-89.453626,LITTLE SAINT GERMAIN LAKE
USA23165,45.90717,-89.42986,"ALMA LAKE NEAR ST. GERMAIN, WI"
USA19109,45.90773,-89.47347,"LITTLE ST. GERMAIN LAKE-WEST BAY-AT ST. GERMAIN,WI"
USA18323,45.907799,-95.426277,STONEY
USA19123,45.907811,-89.40533,BRAGONIER LAKE
FRA10873,45.90784,2.751398,Fades-Besserves
USA18915,45.908226,-90.048079,TURNER LAKE
USA19150,45.909907,-89.428364,ALMA LAKE
USA23388,45.90995,-87.9318,"ROCK LAKE NR MERRIMAN, MI (PHOTIC ZONE)"
USA16491,45.91022,-92.03991,"MC KENZIE LAKE-SOUTH SITE-NEAR SPOONER, WI"
USA19110,45.91023,-89.45236,"LITTLE ST. GERMAIN LK-SOUTH BAY-NR ST. GERMAIN, WI"
USA19139,45.910269,-89.418208,FINLEY LAKE
USA22058,45.910509,-87.931298,ROCK LAKE NEAR MERRIMAN_ MI
USA19320,45.911349,-88.988393,BUTTERNUT LAKE
USA16513,45.911588,-69.383022,DEER POND
USA18064,45.911855,-91.031185,BARKER LAKE
USA19079,45.912105,-89.62076,LITTLE ARBOR VITAE LAKE
USA19083,45.9126,-89.62956,Little Arbor Vitae
USA19082,45.91273,-89.61765,"LITTLE ARBOR VITAE LAKE NEAR WOODRUFF, WI"
USA16988,45.912783,-96.053266,HODGSON
USA18974,45.912817,-89.82023,GUNLOCK LAKE
USA18322,45.913591,-95.429344,NORTH UNION
USA16729,45.913872,-91.843706,TREGO LAKE
USA20373,45.914291,-68.911684,CHIMNEY POND
USA18286,45.91676,-95.39655,1390
FRA10852,45.91702,4.05423,RETENUE DE VILLEREST
USA21757,45.91704,-97.02426,302
USA16488,45.91768,-92.038834,MCKENZIE LAKE
USA19117,45.91773,-89.43486,"MOON LAKE NEAR ST. GERMAIN, WI"
USA19119,45.917838,-89.434206,MOON LAKE
USA20718,45.917899,-92.173109,SAND LAKE
USA15996,45.918294,-92.398135,YELLOW LAKE
USA16489,45.91856,-92.02657,"MC KENZIE LAKE AT DEEP HOLE NEAR SPOONER, WI"
USA18280,45.918973,-95.396336,DARLING
USA17180,45.9196,-95.881767,BARRETT
USA20482,45.919944,-89.451567,Little St Germain Lake
USA19054,45.92027,-89.829505,PLACID TWIN LAKE_ NORTH
USA19031,45.920575,-89.510869,LAKE CONTENT
USA19092,45.92076,-89.70001,Little Musky
USA17996,45.920993,-94.850461,LATIMER
USA16510,45.921427,-92.242343,POINT LAKE
USA22154,45.922351,-89.956182,BROKEN BOW LAKE
USA16692,45.924962,-68.792642,KATAHDIN LAKE
USA19173,45.925286,-89.361925,BULLFROG LAKE
USA19113,45.92551,-89.42764,"L ST GERMAIN LAKE-UPPER EAST BAY-NR ST GERMAIN, WI"
USA19112,45.9266,-89.4454,Little St. Germain Lake 
USA19176,45.926719,-89.338065,SUNSET LAKE
USA19201,45.92686,-89.32516,LOTUS LAKE
USA18280,45.927495,-95.403424,ALVIN
USA16490,45.92772,-92.04074,"MC KENZIE LAKE-NORTH SITE-NEAR SPOONER, WI"
USA20512,45.927799,-92.255839,BENACH LAKE
USA18281,45.928508,-95.350883,LE HOMME DIEU
USA18996,45.928605,-89.897526,LITTLE CRAWLING STONE LAKE
USA19111,45.92912,-89.44042,"LITTLE ST. GERMAIN LAKE-NE BAY-NR ST. GERMAIN, WI"
USA15991,45.929726,-92.430353,LITTLE YELLOW LAKE
USA19173,45.930363,-89.3572,NELSON LAKE
USA19098,45.930436,-89.648732,BIG ARBOR VITAE LAKE
USA17861,45.930776,-91.473456,WINDIGO LAKE
USA18914,45.93243,-90.033413,AMIK LAKE
USA19030,45.93245,-89.51959,"BIG ST. GERMAIN LAKE NEAR ST. GERMAIN, WI"
USA18910,45.934865,-88.590629,PORCUPINE LAKE
USA17818,45.935491,-91.415896,GRINDSTONE LAKE
USA16712,45.935602,-69.161653,HARRINGTON LAKE
USA19338,45.93627,-89.002967,FRANKLIN LAKE
USA19059,45.936557,-89.98016,BILLS LAKE
USA19036,45.937102,-70.217463,PENOBSCOT LAKE
USA19032,45.93718,-89.50185,Big Saint Germain Lake
USA20458,45.937646,-89.708319,TOWANDA LAKE
USA19001,45.937701,-89.883096,CRAWLING STONE LAKE
USA20524,45.939374,-89.229914,YELLOW BIRCH LAKE
USA19188,45.939424,-89.364557,SNIPE LAKE
USA16486,45.943,-92.03852,"MIDDLE MC KENZIE LAKE NEAR SPOONER, WI"
USA20231,45.943707,-90.900995,BLAISDELL LAKE
USA19328,45.943716,-89.063851,ANVIL LAKE
USA19329,45.94389,-89.0625,"ANVIL LAKE - DEEP HOLE - NEAR EAGLE RIVER, WI"
USA19206,45.943957,-89.148041,CARPENTER LAKE
USA20691,45.944969,-68.944345,LAKE COWLES
